i_atoms X_clmds Y_clmds C M sparse
5808 -0.031023 -0.002428 5 0 0
5811 -0.014032 -0.016851 2 0 0
5822 -0.013715 -0.023105 2 0 0
5832 0.003504 0.007659 9 0 0
5835 -0.014171 -0.016974 2 0 0
5847 -0.014279 -0.017249 2 0 0
5856 -0.032281 -0.001759 5 0 0
5859 -0.013964 -0.016419 2 0 0
5870 -0.013805 -0.018595 2 0 0
5878 -0.033999 -0.000958 5 0 1
5881 -0.013856 -0.016255 2 0 1
5888 0.003899 0.007144 9 0 0
5891 0.001766 0.003391 9 0 0
5903 0.002105 0.003088 9 0 0
5912 -0.030509 -0.002478 5 0 1
5915 0.001396 0.004005 9 0 0
5926 0.001773 0.003400 9 0 0
5934 -0.031611 -0.002006 5 0 0
5937 0.001064 0.004403 9 0 0
5950 -0.012623 -0.020812 2 0 0
5966 -0.012757 -0.020231 2 0 0
5981 -0.013530 -0.016248 2 0 0
5996 -0.013267 -0.015382 2 0 0
6009 0.011611 0.008174 4 0 0
6024 0.020977 0.029255 11 0 0
6039 0.020915 0.029404 11 0 0
6053 -0.031870 -0.002771 5 0 0
6068 -0.032378 -0.002585 5 0 1
6082 -0.025148 0.022084 3 0 1
6096 -0.025088 0.022683 3 0 0
6110 -0.013174 -0.015437 2 0 0
6125 -0.012984 -0.014779 2 0 0
6139 -0.013033 -0.014564 2 0 0
6152 -0.012612 -0.021047 2 0 0
6167 -0.012475 -0.020127 2 0 0
6181 -0.013549 -0.016245 2 0 1
6195 -0.013266 -0.015253 2 0 0
6207 0.012004 0.007692 4 0 0
6222 0.011828 0.007993 4 0 0
6236 0.021004 0.029199 11 0 0
6250 0.020913 0.029410 11 0 0
6263 -0.031637 -0.002843 5 0 0
6277 -0.032080 -0.002695 5 0 0
6290 -0.024712 0.022497 3 0 0
6303 -0.024955 0.022675 3 0 0
6317 -0.013498 -0.020303 2 0 0
6330 -0.013042 -0.014891 2 0 0
6343 -0.013115 -0.014655 2 0 0
6355 -0.012422 -0.020677 2 0 0
6368 0.011851 0.007852 4 0 1
6377 0.011362 0.008324 4 0 0
6383 -0.012060 -0.019894 2 0 1
6390 -0.032431 -0.002561 5 0 0
6396 -0.012489 -0.019750 2 0 0
6407 0.011617 0.008157 4 0 0
6415 -0.032840 -0.002402 5 0 0
6421 -0.012950 -0.014594 2 0 0
6432 -0.013124 -0.015307 2 0 1
6439 0.020868 0.029481 11 0 0
6445 -0.012928 -0.014930 2 0 0
6457 -0.012843 -0.014504 2 0 0
6463 -0.025086 0.023107 3 1 1
6469 -0.012651 -0.014142 2 0 0
6480 -0.012899 -0.014237 2 0 0
6485 -0.025571 0.023128 3 0 0
6491 -0.012671 -0.013851 2 0 0
6502 -0.031697 -0.002821 5 0 0
6517 0.020945 0.029344 11 0 0
6532 -0.024757 0.022421 3 0 0
6546 0.012141 0.007907 4 0 0
6561 -0.032119 -0.002680 5 0 1
6575 0.020911 0.029429 11 0 0
6589 -0.024957 0.022501 3 0 0
6602 0.010108 0.008906 4 0 0
6617 -0.031957 -0.002572 5 0 0
6631 0.020823 0.029440 11 0 0
6645 -0.025447 0.022680 3 0 0
6658 -0.032475 -0.002376 5 0 0
6671 -0.025819 0.023063 3 0 0
6683 0.011544 0.007910 4 0 0
6698 -0.031671 -0.002813 5 0 0
6712 0.020973 0.029270 11 0 0
6726 -0.024639 0.022219 3 0 1
6739 0.011564 0.008069 4 0 1
6753 -0.031889 -0.002704 5 0 0
6766 0.020936 0.029370 11 0 0
6779 -0.024914 0.022363 3 0 0
6792 0.003508 0.005290 9 0 0
6805 -0.031833 -0.002606 5 0 0
6818 0.020759 0.029682 11 0 1
6831 -0.025364 0.022505 3 0 0
6843 -0.032198 -0.002460 5 0 0
6855 -0.025649 0.022694 3 0 0
6866 0.011254 0.008144 4 0 0
6873 0.009971 0.008912 4 0 1
6880 0.010313 0.008840 4 0 0
6886 -0.032480 -0.002422 5 0 0
6893 -0.032601 -0.002463 5 0 0
6905 0.020914 0.029390 11 0 0
6918 0.008971 0.009477 4 0 0
6924 0.008866 0.009690 4 0 0
6931 0.020960 0.028991 11 0 0
6943 -0.025141 0.022414 3 0 0
6955 -0.032006 -0.002438 5 0 0
6960 -0.032400 -0.002029 5 0 1
6967 -0.025853 0.023011 3 0 1
6978 0.010508 0.008678 4 0 0
6984 -0.032970 -0.002213 5 0 0
6991 -0.032970 -0.002213 5 0 0
7002 -0.025190 0.022589 3 0 1
7013 -0.033055 -0.001989 5 0 0
7017 -0.033458 -0.001733 5 0 0
7024 -0.026046 0.023319 3 0 0
7034 0.019927 0.030550 11 0 0
7046 -0.026116 0.022667 3 0 1
7050 -0.026516 0.024153 3 0 0
7057 -0.026475 0.024038 3 0 0
7067 -0.026380 0.023861 3 0 0
7070 -0.027053 0.024327 3 0 1
7077 -0.026830 0.024451 3 0 0
7079 0.009642 0.009580 4 0 1
7092 -0.033203 -0.002197 5 0 0
7104 -0.034071 -0.001699 5 0 0
7115 0.011350 0.009045 4 0 0
7128 -0.033522 -0.002105 5 0 0
7140 0.009949 0.009680 4 0 0
7152 -0.035060 -0.001666 5 0 1
7163 -0.034512 -0.001627 5 0 0
7174 0.019931 0.031330 11 0 0
7186 -0.025866 0.024095 3 0 0
7197 -0.026162 0.025494 3 0 1
7207 0.020473 0.030369 11 0 0
7219 -0.025971 0.023987 3 0 1
7230 -0.026165 0.025198 3 0 0
7240 -0.013742 -0.018876 2 0 1
7254 -0.013404 -0.018192 2 0 0
7267 0.003693 0.004553 9 0 0
7280 0.003128 0.005603 9 0 0
7292 -0.013544 -0.017852 2 0 0
7305 -0.013206 -0.017122 2 0 1
7317 -0.013248 -0.017111 2 0 0
7330 -0.012881 -0.016366 2 0 0
7342 0.002244 0.006501 9 0 0
7354 0.001712 0.007568 9 0 0
7365 0.003582 0.004669 9 0 1
7378 0.003066 0.005923 9 0 0
7390 0.012260 0.036642 0 0 0
7402 0.011510 0.037248 0 0 0
7413 0.002578 0.005650 9 0 0
7425 0.001968 0.007059 9 0 0
7436 0.002139 0.006532 9 0 0
7448 0.001651 0.007713 9 0 0
7459 0.011132 0.037520 0 0 0
7470 0.010211 0.038380 0 0 1
7487 0.020727 0.029848 11 0 1
7502 -0.031705 -0.002791 5 0 0
7517 -0.024893 0.022673 3 0 0
7531 0.010318 0.008892 4 0 0
7546 0.020450 0.030204 11 0 0
7560 -0.031905 -0.002748 5 0 0
7574 -0.025022 0.023124 3 0 0
7584 -0.013174 -0.017156 2 0 0
7599 -0.013302 -0.017936 2 0 0
7614 -0.012834 -0.016679 2 0 0
7628 0.003570 0.005139 9 0 1
7643 0.002515 0.006449 9 0 1
7657 0.003453 0.005603 9 0 0
7671 0.002384 0.007354 9 0 0
7687 0.009244 0.009882 4 0 0
7702 0.019755 0.031661 11 0 0
7716 -0.032588 -0.002438 5 0 0
7730 -0.025550 0.023426 3 0 0
7743 -0.032767 -0.002379 5 0 0
7756 -0.025668 0.024002 3 0 0
7765 0.003259 0.005628 9 0 0
7780 0.002080 0.006850 9 0 0
7794 0.002885 0.006152 9 0 0
7808 0.002049 0.007473 9 0 0
7821 0.012053 0.036696 0 0 0
7835 0.011170 0.037347 0 0 0
7848 0.011676 0.036899 0 0 0
7861 0.010861 0.037473 0 0 0
7876 0.020701 0.029891 11 0 0
7890 -0.031626 -0.002833 5 0 0
7904 -0.024365 0.023082 3 0 1
7917 0.010227 0.008848 4 0 0
7931 0.020463 0.030253 11 0 1
7944 -0.031591 -0.002853 5 0 0
7957 -0.024538 0.023251 3 0 0
7966 -0.013171 -0.017474 2 0 0
7980 -0.013317 -0.018179 2 0 0
7994 -0.012811 -0.017076 2 0 1
8007 0.003051 0.005932 9 0 0
8020 0.003855 0.005111 9 0 0
8033 0.002942 0.006760 9 0 1
8050 0.003315 0.004870 9 0 0
8062 0.019595 0.031905 11 0 0
8075 -0.032405 -0.002610 5 0 1
8088 -0.018382 0.023037 10 0 0
8100 -0.032066 -0.002692 5 0 0
8112 -0.018348 0.022944 10 0 0
8120 0.002533 0.006442 9 0 0
8133 0.003108 0.005911 9 0 0
8146 0.002630 0.007149 9 0 1
8158 0.012503 0.036108 0 0 0
8171 0.011693 0.036928 0 0 0
8183 0.012182 0.036351 0 0 0
8195 0.011401 0.036931 0 0 0
8206 -0.013371 -0.018213 2 0 0
8216 0.011456 0.008845 4 0 0
8220 -0.013218 -0.017522 2 0 1
8233 -0.012962 -0.016862 2 0 0
8242 -0.032502 -0.002468 5 0 0
8246 -0.012855 -0.016397 2 0 0
8258 -0.012625 -0.016510 2 0 1
8266 -0.032687 -0.002403 5 0 1
8270 -0.012533 -0.016030 2 0 0
8281 0.003558 0.005150 9 0 0
8290 0.009455 0.010043 4 0 0
8294 0.002827 0.005964 9 0 0
8306 0.002271 0.006884 9 0 1
8314 -0.033795 -0.001854 5 0 0
8318 0.001943 0.007584 9 0 0
8329 0.004256 0.006629 9 0 0
8336 -0.030238 -0.014004 6 0 0
8340 0.003933 0.007192 9 0 0
8350 0.003063 0.006095 9 0 1
8359 0.002492 0.006893 9 0 1
8366 0.020448 0.030438 11 0 1
8375 0.002043 0.007181 9 0 0
8390 -0.025150 0.023282 3 0 0
8395 0.001792 0.007642 9 0 0
8402 -0.025648 0.023757 3 0 0
8410 0.002109 0.007679 9 0 0
8424 -0.025040 0.023566 3 0 0
8428 0.001538 0.009357 7 0 1
8435 -0.025605 0.024245 3 0 0
8442 0.011897 0.036813 0 0 0
8450 0.019815 0.031629 11 0 0
8454 0.011333 0.037183 0 0 0
8465 0.011077 0.037342 0 0 0
8479 -0.018339 0.022940 10 0 0
8483 -0.018456 0.022963 10 0 0
8487 0.012074 0.035877 0 0 0
8497 0.012125 0.035831 0 0 0
8510 -0.018831 0.023061 10 0 1
8513 -0.018154 0.023265 10 0 0
8517 0.011801 0.036044 0 0 0
8529 0.013001 0.035871 0 0 0
8545 0.004466 0.003396 9 0 1
8561 0.013204 0.035613 0 0 0
8573 -0.013971 -0.019552 2 0 0
8591 -0.013469 -0.017806 2 0 0
8608 -0.013959 -0.019605 2 0 0
8625 -0.013503 -0.017979 2 0 0
8641 -0.013894 -0.019344 2 0 1
8657 -0.013738 -0.018719 2 0 1
8660 -0.013740 -0.018722 2 0 0
8675 0.004127 0.003855 9 0 0
8687 -0.013323 -0.017392 2 0 1
8702 -0.013153 -0.016939 2 0 0
8705 0.003438 0.004479 9 0 0
8716 0.004092 0.003692 9 0 0
8733 0.002821 0.005420 9 0 0
8749 0.004037 0.003676 9 0 0
8765 0.002908 0.005331 9 0 0
8780 0.003716 0.004426 9 0 0
8795 0.003438 0.005123 9 0 0
8798 0.003438 0.005124 9 0 0
8812 0.012718 0.036115 0 0 0
8823 0.002370 0.006312 9 0 0
8837 0.002025 0.007191 9 0 0
8840 0.012070 0.036852 0 0 0
8850 0.003251 0.004984 9 0 0
8865 0.002457 0.005918 9 0 0
8879 0.001998 0.006591 9 0 0
8882 0.001997 0.006592 9 0 0
8892 0.011768 0.037116 0 0 0
8907 0.012102 0.036875 0 0 1
8921 0.011489 0.037321 0 0 1
8934 0.010963 0.037448 0 0 1
8937 0.010889 0.037611 0 0 0
8949 0.013313 0.035338 0 0 0
8960 -0.013939 -0.019623 2 0 0
8976 -0.013865 -0.019372 2 0 0
8991 -0.013759 -0.018873 2 0 0
8994 -0.013759 -0.018873 2 0 0
9008 0.004042 0.003879 9 0 0
9019 -0.013360 -0.017624 2 0 0
9033 -0.013206 -0.017195 2 0 0
9036 0.003393 0.004466 9 0 0
9046 0.004275 0.003476 9 0 0
9061 0.003320 0.004858 9 0 0
9075 0.004008 0.004161 9 0 0
9089 0.003823 0.004779 9 0 0
9092 0.003823 0.004779 9 0 0
9105 0.013078 0.035520 0 0 1
9115 0.002844 0.005725 9 0 0
9128 0.002511 0.006607 9 0 0
9131 0.012418 0.036387 0 0 0
9140 0.002588 0.005708 9 0 0
9153 0.002159 0.006377 9 0 0
9156 0.002159 0.006377 9 0 0
9165 0.012539 0.036253 0 0 0
9178 0.011737 0.037119 0 0 0
9190 0.011243 0.037346 0 0 0
9193 0.011243 0.037346 0 0 0
9201 -0.013773 -0.018741 2 0 1
9215 -0.013625 -0.018513 2 0 0
9218 -0.013603 -0.018282 2 0 0
9224 -0.013458 -0.017885 2 0 0
9228 -0.013457 -0.017889 2 0 0
9231 -0.013458 -0.017886 2 0 0
9240 0.003296 0.004845 9 0 0
9253 0.003437 0.005328 9 0 0
9256 0.003033 0.005512 9 0 1
9265 -0.013157 -0.016991 2 0 0
9278 -0.013015 -0.016582 2 0 1
9281 0.002930 0.005252 9 0 0
9286 -0.012837 -0.016091 2 0 0
9290 0.002630 0.006075 9 0 0
9293 0.002630 0.006075 9 0 0
9304 0.012255 0.036638 0 0 0
9316 0.002127 0.006821 9 0 0
9325 0.011724 0.037205 0 0 1
9328 0.001755 0.007562 9 0 1
9336 0.001647 0.007410 9 0 0
9339 0.001738 0.007480 9 0 0
9343 0.001239 0.009509 7 0 1
9347 0.001262 0.009595 7 0 0
9350 0.011306 0.037332 0 0 0
9357 0.011080 0.037369 0 0 0
9368 0.010648 0.037878 0 0 0
9371 0.010573 0.037943 0 0 0
9374 0.010365 0.038097 0 0 0
9378 0.010369 0.038084 0 0 0
9381 0.010368 0.038088 0 0 0
9383 -0.013691 -0.018667 2 0 0
9397 0.003350 0.004855 9 0 0
9410 -0.013473 -0.017627 2 0 0
9423 -0.013147 -0.016829 2 0 1
9436 0.001917 0.006967 9 0 0
9448 0.003505 0.005120 9 0 0
9461 0.011835 0.037066 0 0 0
9473 0.002401 0.006275 9 0 0
9485 0.001880 0.006974 9 0 0
9497 0.010846 0.037777 0 0 0
9513 -0.012853 -0.020459 2 0 0
9529 -0.013006 -0.015432 2 0 0
9544 -0.013404 -0.016172 2 0 0
9559 -0.013260 -0.015729 2 0 0
9573 0.010095 0.008979 4 0 0
9588 -0.031576 -0.002789 5 0 0
9603 -0.031871 -0.002706 5 0 0
9617 0.009980 0.007096 4 0 1
9632 0.010838 0.007302 4 0 1
9646 0.000412 0.006503 9 0 0
9660 0.001095 0.010751 7 0 0
9673 0.020728 0.029834 11 0 0
9688 0.018203 0.030378 11 0 1
9702 -0.025105 0.022583 3 0 0
9716 -0.025356 0.022996 3 0 0
9729 -0.013195 -0.019705 2 0 0
9744 -0.012900 -0.014861 2 0 0
9758 -0.013244 -0.015608 2 0 0
9772 -0.013086 -0.015080 2 0 0
9785 0.010469 0.008882 4 0 0
9800 0.009099 0.009413 4 0 0
9814 -0.031633 -0.002658 5 0 1
9828 -0.031871 -0.002531 5 0 0
9841 -0.013611 -0.016629 2 0 1
9855 -0.013824 -0.017041 2 0 0
9869 -0.013922 -0.017202 2 0 0
9882 0.010381 0.008427 4 0 1
9896 -0.030906 -0.002940 5 0 0
9910 -0.031178 -0.002865 5 0 0
9923 0.009681 0.006570 4 0 1
9937 0.000614 0.006210 9 0 0
9950 0.000785 0.005333 9 0 0
9963 0.000850 0.005157 9 0 0
9975 0.020906 0.029423 11 0 0
9989 0.020944 0.029162 11 0 0
10002 -0.024980 0.022485 3 0 0
10015 -0.025253 0.022561 3 0 0
10027 -0.013480 -0.016089 2 0 0
10040 -0.013691 -0.016526 2 0 0
10053 -0.013743 -0.016587 2 0 0
10065 0.009545 0.008527 4 0 0
10078 -0.030758 -0.002910 5 0 0
10091 -0.031010 -0.002820 5 0 0
10103 -0.013065 -0.020847 2 0 0
10117 0.012024 0.007882 4 0 0
10126 0.011955 0.008316 4 0 0
10131 -0.013120 -0.015991 2 0 0
10144 -0.013405 -0.016282 2 0 0
10157 -0.031297 -0.002839 5 0 0
10165 -0.031864 -0.002691 5 0 0
10170 -0.013028 -0.015522 2 0 0
10182 -0.013692 -0.016799 2 0 0
10194 -0.031695 -0.002710 5 0 0
10201 -0.032212 -0.002558 5 0 0
10206 -0.013284 -0.015915 2 0 0
10217 0.009682 0.006772 4 0 0
10225 0.009117 0.009666 4 0 0
10230 0.009419 0.007383 4 0 0
10242 0.000368 0.006936 9 0 1
10254 -0.031376 -0.002750 5 0 1
10261 -0.031856 -0.002488 5 0 0
10266 0.001129 0.011346 7 0 0
10277 0.000509 0.006200 9 0 1
10288 -0.031496 -0.002633 5 0 0
10294 -0.032193 -0.002272 5 0 0
10299 0.000990 0.010489 7 0 0
10309 -0.013331 -0.020064 2 0 0
10317 0.020655 0.029990 11 0 0
10322 -0.012949 -0.015243 2 0 0
10334 -0.013154 -0.015386 2 0 0
10346 -0.025099 0.022479 3 0 0
10353 -0.025528 0.022879 3 0 0
10358 -0.012835 -0.014718 2 0 0
10369 -0.013363 -0.015731 2 0 0
10375 -0.025774 0.023500 3 0 0
10380 -0.013018 -0.014982 2 0 0
10393 -0.014751 -0.019910 2 0 0
10410 0.003588 0.002155 9 0 0
10426 -0.014691 -0.019269 2 0 0
10438 -0.014327 -0.019860 2 0 0
10459 -0.014631 -0.019667 2 0 0
10471 -0.014198 -0.019651 2 0 0
10487 -0.013960 -0.019263 2 0 1
10491 -0.014428 -0.019319 2 0 0
10502 -0.013864 -0.018438 2 0 0
10519 -0.014227 -0.019077 2 0 0
10539 0.003477 0.002247 9 0 0
10550 -0.014050 -0.018752 2 0 0
10565 -0.013771 -0.018210 2 0 0
10569 0.003199 0.002578 9 0 0
10579 0.003690 0.002625 9 0 1
10599 -0.014513 -0.018903 2 0 0
10610 0.003978 0.003111 9 0 0
10625 0.003923 0.004047 9 0 0
10629 -0.014278 -0.018437 2 0 0
10642 -0.014444 -0.019523 2 0 0
10660 0.003311 0.002460 9 0 0
10677 -0.012995 -0.022711 2 0 0
10694 0.011515 0.004326 4 0 0
10711 -0.014417 -0.019490 2 0 0
10728 0.003143 0.002554 9 0 0
10741 -0.014518 -0.019437 2 0 0
10759 -0.014407 -0.018579 2 0 0
10776 -0.013087 -0.022727 2 0 0
10793 -0.013762 -0.021679 2 0 0
10811 -0.013843 -0.024930 2 0 0
10825 -0.013879 -0.024957 2 0 0
10841 -0.013965 -0.016973 2 0 0
10843 -0.013900 -0.017114 2 0 0
10858 0.020133 0.002535 4 0 0
10871 -0.014028 -0.016898 2 0 0
10886 -0.013786 -0.016205 2 0 0
10888 0.001307 0.004054 9 0 1
10900 -0.014019 -0.019359 2 0 0
10918 -0.014021 -0.019454 2 0 0
10938 -0.014327 -0.019182 2 0 0
10951 -0.013912 -0.018919 2 0 0
10967 -0.013814 -0.018585 2 0 0
10970 -0.014220 -0.018662 2 0 0
10982 0.003777 0.003647 9 0 0
10999 0.003772 0.003604 9 0 0
11018 0.002723 0.002940 9 0 0
11030 0.003456 0.004300 9 0 0
11045 0.003139 0.004981 9 0 0
11048 0.002483 0.003426 9 0 0
11061 -0.014352 -0.018619 2 0 0
11078 0.002442 0.003064 9 0 0
11094 -0.014019 -0.017843 2 0 0
11111 0.002001 0.003732 9 0 0
11127 -0.013701 -0.021574 2 0 0
11143 0.009027 0.005947 4 0 0
11159 -0.014011 -0.017907 2 0 0
11175 0.001983 0.003732 9 0 0
11187 0.003291 0.002432 9 0 0
11204 0.002472 0.003021 9 0 0
11220 0.011576 0.004306 4 0 0
11236 0.009339 0.005794 4 0 0
11253 -0.013948 -0.016960 2 0 0
11266 0.020594 0.002327 4 0 1
11281 0.001161 0.004130 9 0 0
11283 -0.013689 -0.016249 2 0 0
11297 0.000922 0.004889 9 0 0
11309 0.000940 0.004761 9 0 0
11323 0.000472 0.005343 9 0 0
11325 0.000450 0.005428 9 0 0
11336 0.004022 0.003683 9 0 0
11353 0.004300 0.003400 9 0 0
11372 -0.013819 -0.017319 2 0 0
11384 0.003740 0.003982 9 0 0
11399 0.003323 0.004420 9 0 0
11402 -0.013669 -0.016920 2 0 0
11413 0.012877 0.036120 0 0 0
11429 0.013134 0.035780 0 0 0
11447 0.001525 0.004833 9 0 1
11458 0.012691 0.036161 0 0 1
11472 0.012050 0.036905 0 0 0
11475 0.001033 0.005743 9 0 0
11488 -0.014714 -0.019204 2 0 0
11504 0.002915 0.002433 9 0 0
11519 -0.014595 -0.018485 2 0 0
11530 0.003812 0.002702 9 0 0
11550 -0.014544 -0.018817 2 0 0
11561 0.003790 0.003116 9 0 0
11576 0.003746 0.003944 9 0 0
11580 -0.014289 -0.018335 2 0 1
11590 0.003422 0.003423 9 0 0
11609 0.002656 0.002700 9 0 0
11619 0.003153 0.003983 9 0 0
11633 0.002659 0.005057 9 0 1
11637 0.002097 0.003571 9 0 0
11646 0.013286 0.035469 0 0 0
11665 -0.014319 -0.017866 2 0 0
11675 0.012966 0.036088 0 0 0
11689 0.012591 0.036266 0 0 1
11693 -0.014030 -0.017252 2 0 0
11705 -0.013288 -0.021173 2 0 0
11721 0.009356 0.006194 4 0 0
11737 -0.014361 -0.018628 2 0 1
11753 0.002294 0.003158 9 0 0
11765 -0.014412 -0.018686 2 0 0
11782 -0.014196 -0.017632 2 0 0
11798 -0.013469 -0.022113 2 0 0
11814 -0.014056 -0.021029 2 0 0
11831 -0.013592 -0.023788 2 0 0
11844 -0.013904 -0.024614 2 0 0
11859 -0.013760 -0.016339 2 0 1
11861 -0.013334 -0.015559 2 0 0
11875 0.016225 0.004234 4 0 0
11887 -0.013815 -0.016140 2 0 0
11901 -0.013563 -0.015418 2 0 0
11903 0.000220 0.005939 9 0 0
11914 -0.013871 -0.018524 2 0 0
11933 -0.014211 -0.018279 2 0 0
11945 -0.013736 -0.017993 2 0 0
11960 -0.013640 -0.017668 2 0 0
11963 -0.014053 -0.017713 2 0 0
11974 0.002997 0.004448 9 0 0
11990 0.002973 0.004465 9 0 0
12008 0.001793 0.003956 9 0 0
12019 0.002505 0.005142 9 0 0
12033 0.002131 0.006009 9 0 0
12036 0.001461 0.004764 9 0 0
12049 -0.013282 -0.023040 2 0 0
12060 -0.014178 -0.019720 2 0 0
12075 -0.013961 -0.019391 2 0 0
12079 -0.013026 -0.022740 2 0 0
12089 -0.014141 -0.018979 2 0 0
12108 0.011609 0.003913 4 0 1
12118 -0.014050 -0.018839 2 0 0
12132 -0.013769 -0.018310 2 0 0
12136 0.011386 0.004454 4 0 1
12149 -0.013442 -0.022414 2 0 0
12159 0.004288 0.002987 9 0 0
12173 0.004255 0.003725 9 0 0
12177 -0.013356 -0.022112 2 0 0
12189 -0.013017 -0.022690 2 0 0
12205 0.011417 0.004584 4 0 0
12218 -0.013416 -0.023219 2 0 0
12234 -0.014018 -0.022168 2 0 0
12251 -0.013836 -0.024848 2 0 0
12264 -0.013974 -0.025157 2 0 0
12279 -0.014267 -0.017557 2 0 0
12281 -0.013883 -0.017195 2 0 1
12295 0.018689 0.002978 4 0 0
12307 -0.014408 -0.017677 2 0 0
12321 -0.014194 -0.017081 2 0 0
12323 0.001255 0.004156 9 0 0
12334 -0.014239 -0.019789 2 0 0
12353 -0.013053 -0.022564 2 0 0
12365 -0.014251 -0.019635 2 0 0
12380 -0.014131 -0.019083 2 0 0
12383 -0.013223 -0.022557 2 0 0
12394 0.003791 0.003001 9 0 0
12412 0.011325 0.005064 4 0 0
12423 0.003632 0.003381 9 0 0
12437 0.003436 0.004102 9 0 1
12440 0.011480 0.005307 4 0 0
12452 -0.013732 -0.021254 2 0 0
12467 0.008269 0.006542 4 0 0
12481 -0.013125 -0.021083 2 0 0
12496 0.009258 0.006404 4 0 0
12508 0.012143 0.003896 4 0 0
12523 0.010073 0.005248 4 0 0
12539 -0.013880 -0.016933 2 0 0
12551 0.020438 0.002419 4 0 0
12565 0.001650 0.003357 9 0 0
12567 -0.013666 -0.016362 2 0 0
12580 0.000880 0.005031 9 0 0
12591 0.001592 0.003516 9 0 0
12604 0.000901 0.004161 9 0 1
12606 0.000477 0.005435 9 0 0
12616 0.004235 0.002923 9 0 0
12634 -0.013057 -0.020801 2 0 0
12645 0.003989 0.002848 9 0 0
12659 0.003586 0.003426 9 0 0
12662 -0.013073 -0.020508 2 0 0
12672 0.013286 0.035518 0 0 0
12689 0.008525 0.007146 4 0 0
12699 0.013046 0.035926 0 0 0
12712 0.012567 0.036558 0 0 0
12715 0.008588 0.007560 4 0 0
12727 -0.013874 -0.021990 2 0 0
12737 0.003806 0.003114 9 0 0
12751 0.003771 0.003999 9 0 1
12755 -0.013734 -0.021591 2 0 0
12768 0.009789 0.005461 4 0 0
12777 0.003163 0.003958 9 0 0
12790 0.002690 0.004912 9 0 0
12794 0.009134 0.005990 4 0 0
12806 -0.014221 -0.021414 2 0 1
12815 0.013286 0.035522 0 0 0
12828 0.012952 0.035881 0 0 0
12832 -0.013942 -0.020780 2 0 0
12841 -0.014287 -0.021698 2 0 0
12857 -0.013531 -0.023706 2 0 0
12869 -0.013984 -0.024912 2 0 0
12883 -0.014136 -0.017018 2 0 0
12885 -0.013340 -0.015692 2 0 1
12898 0.015364 0.004468 4 0 0
12909 -0.014241 -0.017068 2 0 0
12922 -0.014037 -0.016427 2 0 0
12924 0.000352 0.005494 9 0 1
12937 -0.013752 -0.021196 2 0 0
12948 -0.014169 -0.018903 2 0 1
12962 -0.014033 -0.018365 2 0 0
12965 -0.013617 -0.020933 2 0 0
12975 0.003245 0.003784 9 0 0
12992 0.007931 0.006950 4 0 0
13002 0.002996 0.004011 9 0 0
13015 0.002608 0.004699 9 0 0
13018 0.007664 0.007189 4 0 1
13029 -0.013822 -0.024767 2 0 0
13041 -0.013938 -0.025072 2 0 0
13055 -0.014161 -0.017364 2 0 1
13057 -0.013773 -0.016894 2 0 0
13068 -0.014083 -0.019273 2 0 0
13082 -0.013983 -0.018879 2 0 0
13085 -0.013790 -0.024633 2 0 0
13094 -0.013838 -0.018885 2 0 0
13098 -0.013849 -0.024915 2 0 0
13103 -0.013706 -0.018446 2 0 0
13108 -0.013888 -0.016856 2 0 0
13110 -0.013626 -0.016212 2 0 0
13122 0.018113 0.003374 4 0 0
13133 -0.014241 -0.017346 2 0 0
13146 -0.014027 -0.016754 2 0 0
13148 0.000737 0.004921 9 0 0
13158 0.003565 0.003976 9 0 1
13171 0.003266 0.004553 9 0 1
13174 0.018378 0.003619 4 0 0
13182 0.003280 0.004626 9 0 0
13186 -0.013953 -0.016770 2 0 0
13190 0.002915 0.005337 9 1 1
13195 -0.013704 -0.016059 2 0 0
13197 0.000364 0.005819 9 0 1
13208 -0.013790 -0.016692 2 0 0
13219 0.020320 0.002449 4 0 0
13232 0.001410 0.003688 9 0 0
13234 -0.013595 -0.016134 2 0 0
13243 -0.013916 -0.018362 2 0 0
13257 -0.013815 -0.017969 2 0 0
13260 -0.013641 -0.015989 2 0 0
13264 -0.013510 -0.017392 2 0 0
13269 0.000939 0.004493 9 0 0
13271 -0.013473 -0.015487 2 0 0
13282 0.000566 0.005771 9 0 0
13292 0.001204 0.003859 9 0 1
13304 0.000748 0.004672 9 0 0
13306 0.000261 0.005939 9 0 0
13315 0.002649 0.004629 9 0 0
13327 0.002256 0.005440 9 0 0
13330 0.001016 0.010123 7 0 0
13337 0.002140 0.005810 9 0 0
13341 0.000727 0.005283 9 0 0
13344 0.001887 0.006509 9 0 1
13349 0.000313 0.005698 9 0 0
13351 0.000882 0.009929 7 0 0
13361 -0.013411 -0.023383 2 0 0
13372 0.003846 0.003572 9 0 0
13385 0.003460 0.003900 9 0 0
13388 -0.013258 -0.022950 2 0 0
13397 -0.013923 -0.024794 2 0 0
13410 -0.013925 -0.016579 2 0 1
13412 -0.013157 -0.015028 2 0 0
13421 0.003643 0.004325 9 0 0
13425 -0.013829 -0.024520 2 0 0
13429 -0.013647 -0.016004 2 0 0
13434 0.003192 0.004827 9 0 0
13437 -0.013008 -0.014625 2 0 1
13447 0.015426 0.004934 4 0 0
13457 0.012773 0.036321 0 0 0
13469 -0.013988 -0.016498 2 0 0
13481 -0.013746 -0.015720 2 0 1
13483 0.000815 0.009731 7 0 0
